QID,State,Region,Q1.Malaysian_Citizen,Q2.Gender,Q3.Living_Area,Q4.4.Age,Q5.Ethnic_Group_Recode,Q6.Norms_Number_of_Meals_Per_Day,Q6.Norms_Number_of_Meals_Per_Day_Recode,Q7.Norms_Number_of_food_intakes_in_between_meals,Q8.1.Norms_for_Breakfast,Q8.2.Norms_for_Brunch,Q8.3.Norms_for_Lunch,Q8.4.Norms_for_Dinner,Q8.5.Norms_for_Supper,Q8.6.Norms_for_Snack,Q8.7.Norms_for_TeaTime,Q9.1.Number._of_Times_Eat_at_Home_Last_Week,Q9.2.Number_of_Times_Eat_Outside_Last_Week,Q9.Total_Food_Intake_the_Week_Before,Q11_1_Rice_Frequency_Basis,Q11_1_Rice_Frequency,Q11_2_Flavoured_Rice_Freuency_Basis,Q11_2_Flavoured_Rice_Frequency,Q11_3_Noodles_Freuency_Basis,Q11_3_Noodles_Frequency,Q11_4_Mihun..._Frequency_Basis,Q11_4_Mihun..._Frequency,Q11_5_Sagu...._Frequency_Basis,Q11_5_Sagu...._Frequency,Q11_6_Bread_Frequency_Basis,Q11_6_Bread_Frequency,Q11_7_Roti_Canai_Frequency_Basis,Q11_7_Roti_Canai_Frequency,Q11_8_Corn_Frequency_Basis,Q11_8_Corn_Frequency,Q11_9_ChickenDuck_Frequency_Basis,Q11_9_ChickenDuck_Frequency,Q11_10_Meat_Frequency_Basis,Q11_10_Meat_Frequency_Frequency,Q11_10_Meat_Frequency_Average_day,Q11_11_Pork_Frequency_Basis,Q11_11_Pork_Frequency,Q11_12_OtherMeat_Frequency_Basis,Q11_12_OtherMeat_Frequency,Q11_13_Fish_Frequency_Basis,Q11_13_Fish_Frequency,Q11_14_FishCrackers_Frequency_Basis,Q11_14_FishCrackers_Frequency,Q11_15_Eggs_Frequency_Basis,Q11_15_Eggs_Frequency,Q11_16_Burger_Frequency_Basis,Q11_16_Burger_Frequency,Q11_17_FriedChicken_Frequency_Basis,Q11_17_FriedChicken_Frequency,Q11_18_Legumes_Frequency_Basis,Q11_18_Legumes_Frequency,Q11_19_Groundnuts_Frequency_Basis,Q11_19_Groundnuts_Frequency,Q11_20_SoyaBeanCurd_Frequency_Basis,Q11_20_SoyaBeanCurd_Frequency,Q11_21_FermentedSoyBeans_Frequency_Basis,Q11_21_FermentedSoyBeans_Frequency,Q11_22_Milk_Frequency_Basis,Q11_22_Milk_Frequency,Q11_23_MilkShake_Frequency_Basis,Q11_23_MilkShake_Frequency,Q11_24_GreenLeafyVegetables_Frequency_Basis,Q11_24_GreenLeafyVegetables_Frequency,Q11_25_LadiesFinger_Frequency_Basis,Q11_25_LadiesFinger_Frequency,Q11_26_OtherLegumes_Frequency_Basis,Q11_26_OtherLegumes_Frequency,Q11_27_BeanSprout_Frequency_Basis,Q11_27_BeanSprout_Frequency,Q11_28_Tubers_Frequency_Basis,Q11_28_Tubers_Frequency,Q11_29_Cabbages_Frequency_Basis,Q11_29_Cabbages_Frequency,Q11_30_FruitVegetables_Frequency_Basis,Q11_30_FruitVegetables_Frequency,Q11_31_SoyMilk_Frequency_Basis,Q11_31_SoyMilk_Frequency,Q11_32_ChocolateMaltDrink_Frequency_Basis,Q11_32_ChocolateMaltDrink_Frequency,Q12_Who_Cook,Q13_Food_Statement,Q14.1_1st_Dish_Represent_Malaysian_Food_Exact_Answer,Q14.2_2nd_Dish_Represent_Malaysian_Food_Exact_Answer,Q14bis_NasiLemak_Present_Malaysian_Food,Q15.1_Eating_Well_1st,Q15.2_Eating_Well_2nd,Q16.1_Food_Beneficial_1st_Exact_Answer,Q16.2_Food_Beneficial_2nd_Exact_Answer,Q17.1_Food_to_Reduce_1st_Exact_Answer,Q17.2_Food_to_Reduce_2nd_Exact_Answer,Q18.1_Top3Risks_Risk1,Q18.2_Top3Risks_Risk2,Q18.3_Top3Risks_Risk3,Q19a_Cultural_Identity_1_Exact_Answer,Q19a_Cultural_Identity_2_Exact_Answer,Q19a_Cultural_Identity_3_Exact_Answer,Q19b.1_Rank_3_Identity_1,Q19b.2_Rank_3_Identity_2,Q19b.3_Rank_3_Identity_3,Q20.1_Race_Mother,Q20.2_Race_Father,Q20.3_Race_Grandmother_Mother,Q20.4_Race_Grandfather_Mother,Q20.5_Race_Grandmother_Father,Q20.6_Race_Grandfather_Father,Q21.1_Spoken_Language_1,Q21.2_Spoken_Language_2,Q21.3_Spoken_Language_3,Q21.4_Spoken_Language_4,Q21.5_Spoken_Language_5,Q21.6_Spoken_Language_6,Q21.10_Spoken_Language_7,Q21.11_Spoken_Language_8,Q22a_Current_Religion,Q22b_Convert_Religion,Q22c_Previous_Religion,Q23_Influence_Religion_on_FoodHabits,Q24_Height_CM,Q24_Recode_Height_M,Q25_Weight,BMI,Q26.1_1st_Occupation_Original_Answer,Q26.2_2nd_Occupation_Original_Answer,Q27_Occupation_Father_Original_Answer,Q28_Level_of_Education,Q29a_Marital_Status,Q29b_Spouse_Ethnicity,Q30_Children_Number,Q31_Family_Members_Number,Q32_Income_Average_RM_Recode_All,Q33_Changes_Personal_Income,Q34_Permission_Contact
160,Selangor,Central,Yes,Male,Urban,30,Chinese,3 meals per day,3 Meals,Once or twice a day,Cereals with Milk +/- Beverage,"Small items (Nuts, Fruits,Kuih-Muih,etc)+/- Beverage",1 Dish of Rice / Noodles with other food in the plate not mixed +/- beverage,1 Dish of Rice / Noodles with shared dished (Including lazy Suzan) +/- Beverage,1 Dish of Rice / Noodles mixed with other food in the plate ( incl. Rice Porridge or Instant Noodles) +/- Beverage,"Local/Western Pastries (Kuih Muih, Cakes, Pastries, Sandwich) +/- Beverage",Only Beverage,6,18,24,Weekly,3.0,Weekly,1,Monthly,1,Weekly,3,Seldom,0,Weekly,2,Monthly,1,Weekly,1,Weekly,5,Seldom,0,0.0,Weekly,5.0,Seldom,0,Weekly,2,Monthly,1,Daily,1,Weekly,1,Weekly,1.0,Weekly,3,Monthly,1,Weekly,4,Seldom,0,Weekly,2,Weekly,1,Weekly,4,Weekly,1,Weekly,2,Weekly,1,Weekly,3,Weekly,2,Weekly,1,Weekly,4,Monthly,1,I hardly cook at home,Food must be first of all a pleasure,Nasi Lemak,Mixed Rice,Strongly agree,Pleasure,Togetherness,Vegetables,Fruits,Rice,Meat,Germs or bacteria in Food,Unbalance diet to fat or too much sugar,Colouring or preservatives,Like to eat,Health Conscious,Busy,Chinese,Buddhist,Malaysian,Chinese,Chinese,Chinese,Chinese,Chinese,Chinese,Malay,English,Mandarin,Cantonese,,,,,Buddhist,No,Not converted,Lightly religious,173.0,1.73,80.0,26.72992749507167,Marketing Executive,,Chef,College / University,Single or never married,,0.0,3,5000,Have increased more than 10%,Yes
23,Selangor,Central,Yes,Female,Urban,38,Indian,3 meals per day,3 Meals,Never,1 Dish of Roti Canai / Thosai / Chapati mixed with curry +/- Beverage,1 Dish of Rice / Noodles with shared dishes ( including lazy Suzan) +/- Beverage,1 Dish of Rice / Noodles with shared dishes (Including lazy Suzan) +/- Beverage,1 Dish of Rice / Noodles with shared dished (Including lazy Suzan) +/- Beverage,Sandwich / Burger / Savoury Patries +/- Beverage,Only Beverage,"Local/Western Pastries (Kuih Muih, Cakes, Pastries, Sandwich) +/- Beverage",7,14,21,Daily,1.0,Weekly,1,Weekly,1,Weekly,1,Seldom,0,Daily,2,Monthly,3,Seldom,0,Daily,1,Weekly,2,0.29,Weekly,1.0,Seldom,0,Weekly,1,Seldom,0,Monthly,4,Monthly,3,Monthly,3.0,Seldom,0,Seldom,0,Monthly,2,Seldom,0,Weekly,4,Monthly,2,Daily,1,Weekly,2,Seldom,0,Weekly,1,Weekly,1,Weekly,2,Weekly,2,Weekly,4,Weekly,2,I hardly cook at home,Food must be first of all a need,Banana Leaf Rice,Nasi Lemak,Agree,Health,Pleasure,Wheat,Soy,Oily Food,Sugar,Unbalance diet to fat or too much sugar,Colouring or preservatives,Food allergens,Food,Indian,Christian,Christian,Indian,Malaysian,Indian - Malay,Indian - Malay,Indian - Malay,Indian - Malay,Indian - Malay,Indian - Malay,Malay,English,,,,,,,Christian,No,Not converted,Very religious,169.0,1.69,63.0,22.05805118868387,Student,,Businessman/Teacher,College / University,Living in as married (or cohabitation),Indian,0.0,2,4000,Have increased more than 10%,Yes
562,Sarawak,East Malaysia,Yes,Female,Urban,37,Non-Malay Bumiputra,3 meals per day,3 Meals,Once or twice a day,Breakfast with Toast +/- Beverage,,1 Dish of Rice / Noodles with other food in the plate not mixed +/- beverage,1 Dish of Rice / Noodles with shared dished (Including lazy Suzan) +/- Beverage,,,"Local/Western Pastries (Kuih Muih, Cakes, Pastries, Sandwich) +/- Beverage",7,14,21,Daily,1.0,Daily,1,Weekly,1,Weekly,2,Seldom,0,Daily,1,Weekly,1,Seldom,0,Weekly,3,Monthly,1,0.03,Weekly,1.0,Seldom,0,Weekly,1,Seldom,0,Weekly,2,Monthly,1,Weekly,1.0,Weekly,1,Monthly,1,Monthly,1,Seldom,0,Weekly,7,Weekly,2,Daily,2,Weekly,1,Weekly,1,Weekly,1,Seldom,0,Weekly,2,Weekly,1,Seldom,0,Seldom,0,Myself,Food must be first of all a pleasure,Roti John,Laksa,Disagree,Health,Fill the stomach,Carrots,Protein,MSG,Sugar,Unbalance diet to fat or too much sugar,Colouring or preservatives,Food epidemic,Hari Gawai,Tuak,Kasam Bandung,Chinese,Malaysian,Christian,Malay,Non Malay Bumiputra,Non Malay Bumiputra,Non Malay Bumiputra,Non Malay Bumiputra,Non Malay Bumiputra,Malay,English,,,,,Iban,Sarawak,Christian,No,Not converted,Not religious at all,169.0,1.69,62.0,21.707923392038094,Student,,Teacher,Marticulation / Form 6 STPM / A level,Single or never married,,0.0,4,3000,Have decreased more than 10%,No
509,Penang,North,Yes,Female,Urban,49,Chinese,3 meals per day,3 Meals,Never,1 Dish of Roti Canai / Thosai / Chapati mixed with curry +/- Beverage,1 Dish of Roti Canai / Thosai / Chapati mixed with curry +/- Beverage,1 Dish of Rice / Noodles with other food in the plate not mixed +/- beverage,1 Dish of Rice / Noodles with other food in the plate not mixed +/- Beverage,Soup +/- Beverage,"Local/Western Pastries (Kuih Muih, Cakes, Pastries, Sandwich) +/- Beverage","Local/Western Pastries (Kuih Muih, Cakes, Pastries, Sandwich) +/- Beverage",21,0,21,Daily,1.0,Weekly,1,Weekly,2,Weekly,2,Weekly,1,Weekly,3,Weekly,1,Weekly,1,Weekly,2,Weekly,2,0.29,Seldom,0.0,Seldom,0,Daily,1,Weekly,1,Weekly,3,Monthly,1,Monthly,1.0,Weekly,3,Weekly,3,Daily,1,Seldom,0,Daily,1,Monthly,1,Daily,2,Weekly,2,Weekly,2,Daily,1,Weekly,5,Weekly,3,Weekly,3,Monthly,1,Weekly,1,Myself,Food must be first of all a need,nasi lemak,roti jala,Strongly agree,Fill the stomach,Health,Salt,Sugar,Meat,Oily Food,Unbalance diet to fat or too much sugar,Food epidemic,Colouring or preservatives,Baju Kurung,congkak,wau,Chinese,Taoist,Malaysian,Chinese,Malay,Malay,Malay,Malay,Malay,Malay,,,,,,,,Muslim,No,Not converted,Very religious,155.0,1.55,56.0,23.309053069719038,collector,,hawker,Primary school,Married in monogamous marriage,Malay,5.0,6,3000,Have remained more or less stable,No
161,Perak,Central,Yes,Male,Urban,46,Chinese,3 meals per day,3 Meals,Once or twice a day,All day Breakfast with Sausage and Eggs +/- Beverage,1 Dish of Rice / Noodles mixed with other food in the plate +/- Beverage,1 Dish of Rice / Noodles with other food in the plate not mixed +/- beverage,1 Dish of Rice / Noodles with shared dished (Including lazy Suzan) +/- Beverage,1 Dish of Roti Canai / Thosai / Chapati mixed with curry +/- Beverage,"Local/Western Pastries (Kuih Muih, Cakes, Pastries, Sandwich) +/- Beverage","Local/Western Pastries (Kuih Muih, Cakes, Pastries, Sandwich) +/- Beverage",7,14,21,Daily,1.0,Weekly,2,Weekly,2,Weekly,2,Seldom,0,Weekly,2,Monthly,2,Seldom,0,Daily,1,Seldom,0,0.0,Daily,1.0,Seldom,0,Weekly,2,Seldom,0,Daily,1,Seldom,0,Seldom,0.0,Weekly,5,Monthly,2,Weekly,5,Seldom,0,Seldom,0,Seldom,0,Daily,1,Weekly,1,Weekly,5,Weekly,5,Weekly,4,Weekly,2,Weekly,2,Weekly,2,Seldom,0,My wife,Food must be first of all a need,Rojak,Nasi Lemak,Strongly agree,Pleasure,Fill the stomach,Rice,Vegetables,Meat,Alcohol,Germs or bacteria in Food,Food epidemic,Contamination by Pollutant,Eat rice in every meal,Eat traditionally,Unite Dinner in CNY,Chinese,Malaysian,Taoist,Chinese,Chinese,Chinese,Chinese,Chinese,Chinese,Malay,Mandarin,Cantonese,,,,,,Taoism,No,Not converted,Lightly religious,170.0,1.7,70.0,24.221453287197235,Businessman,,Businessman,Upper secondary school SPM / O level,Married in monogamous marriage,Chinese,3.0,5,8000,Have remained more or less stable,Yes
1198,Pahang,East Coast,Yes,Male,Urban,23,Indian,3 meals per day,3 Meals,Once or twice a day,1 Dish of Roti Canai / Thosai / Chapati mixed with curry +/- Beverage,1 Dish of Rice / Noodles mixed with other food in the plate +/- Beverage,1 Dish of Rice / Noodles with other food in the plate not mixed +/- beverage,1 Dish of Rice / Noodles with other food in the plate not mixed +/- Beverage,1 Dish of Roti Canai / Thosai / Chapati mixed with curry +/- Beverage,Rice / Roti Canai / Noodles +/- Beverage,Rice / Roti Canai / Noodles +/- Beverage,18,3,21,Daily,1.0,Monthly,2,Monthly,2,Monthly,2,Seldom,0,Weekly,1,Monthly,1,Seldom,0,Weekly,3,Seldom,0,0.0,Weekly,2.0,Monthly,1,Weekly,1,Monthly,1,Daily,1,Monthly,2,Monthly,1.0,Monthly,1,Monthly,1,Monthly,1,Seldom,0,Weekly,1,Weekly,1,Weekly,3,Weekly,1,Seldom,0,Seldom,0,Seldom,0,Seldom,0,Weekly,2,Monthly,2,Weekly,1,My Mother,Food must be first of all a need,Roti Canai,Briyani rice,Agree,Health,Traditions,Fruits,Vegetables,Oily Food,Coconut milk,Colouring or preservatives,Unbalance diet to fat or too much sugar,Germs or bacteria in Food,Thaipusam,Deepavali,batu caves,Malaysian,Buddhist,Chinese,Indian - Malay,Indian - Malay,Indian - Malay,Indian - Malay,Indian - Malay,Indian - Malay,Malay,English,Tamil,,,,,,Hindu,No,Not converted,Very religious,160.0,1.6,58.0,22.65625,Clerk,,Factory,Lower secondary school / SRP,Single or never married,,0.0,5,4500,Have remained more or less stable,Yes
1905,Kuala Lumpur,Central,Yes,Female,Urban,23,Malay,3 meals per day,3 Meals,Once or twice a day,All day Breakfast with Sausage and Eggs +/- Beverage,,1 Dish of Rice / Noodles with other food in the plate not mixed +/- beverage,1 Dish of Rice / Noodles with other food in the plate not mixed +/- Beverage,,"Local/Western Pastries (Kuih Muih, Cakes, Pastries, Sandwich) +/- Beverage",,13,7,20,Daily,2.0,Weekly,3,Weekly,2,Weekly,2,Seldom,0,Weekly,5,Monthly,3,Seldom,0,Daily,2,Weekly,1,0.14,Seldom,0.0,Seldom,0,Monthly,1,Monthly,1,Weekly,2,Monthly,3,Weekly,1.0,Seldom,0,Seldom,0,Seldom,0,Seldom,0,Seldom,0,Weekly,3,Daily,1,Monthly,3,Weekly,1,Seldom,0,Weekly,3,Weekly,3,Weekly,1,Weekly,5,Weekly,3,My Grandparent,Food must be first of all a pleasure,Nasi Lemak,Roti canai,Strongly agree,Health,Gives Energy,Rice,Chicken,Oil,sugar,Germs or bacteria in Food,Food epidemic,Expired food,Budi Bahasa,Makan,Pakaian,Hindu,Malaysian,Indian,Malay,Malay,Malay,Malay,Malay,Malay,Malay,English,,,,,,,Muslim,No,Not converted,Very religious,163.0,1.63,65.0,24.464601603372355,Businessswoman,,Chief,Marticulation / Form 6 STPM / A level,Single or never married,,0.0,6,8000,Have increased more than 10%,Yes
973,Selangor,Central,Yes,Male,Urban,22,Malay,2 meals per day,1 or 2 Meal(s),3 - 4 times a day,All day Breakfast with Sausage and Eggs +/- Beverage,All day Breakfast with Sausage and Eggs +/- Beverage,1 Dish of Rice / Noodles mixed with other food in the plate ( incl Rice Porridge or Instant Noodles) +/- Beverage + F/D,Soup +/- Beverage,1 Dish of Rice / Noodles with other food in the plate not mixed +/- Beverage,"Sweet / Savory Snacks (Biscuits, Chocolates, Candies, Chips, Nuts) +/- Beverage",,14,7,21,Daily,2.0,Seldom,0,Weekly,7,Weekly,2,Seldom,0,Daily,2,Daily,2,Seldom,0,Weekly,5,Monthly,2,0.07,Seldom,0.0,Seldom,0,Seldom,0,Monthly,1,Daily,3,Weekly,2,Weekly,3.0,Weekly,2,Monthly,1,Weekly,3,Seldom,0,Daily,2,Weekly,1,Weekly,1,Daily,1,Weekly,2,Weekly,3,Monthly,1,Weekly,4,Weekly,3,Monthly,2,Daily,1,My Mother,Food must first of all prevent health problems,Nasi lemak,Fried rice,Strongly agree,Fill the stomach,Health,Aglio Olio,Batsamic vingal,Sugar,Coconut milk,Contamination by Pollutant,Expired food,Food epidemic,Black clothes,Bahasa Melayu,Muslim,Malaysian,Malay,Muslim,Malay,Indian,Malay,Malay,Indian,Indian,Malay,English,,,,,,,Muslim,No,Not converted,Lightly religious,173.0,1.73,83.0,27.732299776136855,Marketing Executive,,Manager,Upper secondary school SPM / O level,Single or never married,,0.0,6,12000,Have remained more or less stable,No
607,Selangor,Central,Yes,Male,Urban,37,Malay,2 meals per day,1 or 2 Meal(s),Once or twice a day,1 Dish of Roti Canai / Thosai / Chapati mixed with curry +/- Beverage,1 Dish of Rice / Noodles with other food in the plate not mixed +/- Beverage,Buffet +/- Beverage,1 Dish of Rice / Noodles with other food in the plate not mixed +/- Beverage,,"Sweet / Savory Snacks (Biscuits, Chocolates, Candies, Chips, Nuts) +/- Beverage","Local/Western Pastries (Kuih Muih, Cakes, Pastries, Sandwich) +/- Beverage",9,5,14,Daily,2.0,Monthly,4,Weekly,1,Weekly,1,Seldom,0,Seldom,0,Monthly,4,Seldom,0,Daily,1,Daily,1,1.0,Seldom,0.0,Seldom,0,Weekly,2,Monthly,1,Weekly,3,Monthly,1,Monthly,2.0,Seldom,0,Seldom,0,Seldom,0,Seldom,0,Daily,1,Monthly,1,Daily,2,Weekly,1,Seldom,0,Seldom,0,Daily,1,Daily,1,Daily,1,Seldom,0,Weekly,3,Myself,Food must be first of all a need,Rojak,Nasi Lemak,Strongly agree,Pleasure,Fill the stomach,Vegetables,Protein,Oily Food,Salty Food,Unbalance diet to fat or too much sugar,Colouring or preservatives,Food allergens,Multi Food,Kuih Muih,Multiple race,Bumiputra,Muslim,Malaysian,Malay,Malay,Malay,Malay,Malay,Malay,Malay,English,,,,,,,Muslim,No,Not converted,Very religious,178.0,1.78,65.0,20.515086478979924,Decline to answer,Decline to answer,PDRM,College / University,Living in as married (or cohabitation),Malay,1.0,3,5000,Have remained more or less stable,Yes
943,Kuala Lumpur,Central,Yes,Male,Urban,41,Malay,3 meals per day,3 Meals,3 - 4 times a day,1 Dish of Rice / Noodles with other food in the plate not mixed +/- Beverage,,1 Dish of Rice / Noodles mixed with other food in the plate ( incl Rice Porridge or Instant Noodles) +/- Beverage,1 Dish of Rice / Noodles with other food in the plate not mixed +/- Beverage,1 Dish of Rice / Noodles mixed with other food in the plate ( incl. Rice Porridge or Instant Noodles) +/- Beverage,,"Local/Western Pastries (Kuih Muih, Cakes, Pastries, Sandwich) +/- Beverage",21,0,21,Daily,2.0,Seldom,0,Weekly,4,Seldom,0,Monthly,2,Weekly,4,Seldom,0,Seldom,0,Weekly,6,Daily,1,1.0,Seldom,0.0,Weekly,1,Seldom,0,Daily,1,Weekly,2,Weekly,3,Seldom,0.0,Seldom,0,Monthly,2,Seldom,0,Daily,1,Daily,1,Daily,2,Weekly,4,Seldom,0,Seldom,0,Seldom,0,Weekly,4,Weekly,2,Daily,1,Weekly,2,Daily,1,My wife,Food must be first of all a need,Nasi lemak,Rojak,Strongly agree,Pleasure,Togetherness,Milk,Fish,Sugar,Alcohol,Contamination by Pollutant,Food epidemic,Germs or bacteria in Food,Food,Clothings,Malay language,Malay,Muslim,Malaysian,Malay,Malay,Malay,Malay,Malay,Malay,Malay,,,,,,,,Muslim,No,Not converted,Moderately religious,162.0,1.62,82.0,31.24523700655387,Student,,Clerk,College / University,Living in as married (or cohabitation),Malay,4.0,6,6000,Have increased more than 10%,No
1147,Perak,Central,Yes,Male,SubUrban,44,Malay,2 meals per day,1 or 2 Meal(s),Once or twice a day,1 Dish of Rice / Noodles with other food in the plate not mixed +/- Beverage,1 Dish of Roti Canai / Thosai / Chapati mixed with curry +/- Beverage,1 Dish of Rice / Noodles mixed with other food in the plate ( incl Rice Porridge or Instant Noodles) +/- Beverage,1 Dish of Rice / Noodles with shared dished (Including lazy Suzan) +/- Beverage,1 Dish of Roti Canai / Thosai / Chapati mixed with curry +/- Beverage,"Sweet / Savory Snacks (Biscuits, Chocolates, Candies, Chips, Nuts) +/- Beverage","Sweet / Savory Snacks (Biscuits, Chocolates, Candies, Chips, Nuts) +/- Beverage",7,14,21,Daily,2.0,Seldom,0,Monthly,1,Weekly,2,Monthly,1,Weekly,2,Weekly,3,Seldom,0,Daily,2,Weekly,2,0.29,Seldom,0.0,Seldom,0,Monthly,1,Seldom,0,Daily,2,Weekly,1,Monthly,2.0,Monthly,1,Seldom,0,Weekly,2,Monthly,2,Monthly,3,Weekly,1,Weekly,5,Weekly,2,Weekly,1,Daily,1,Monthly,1,Weekly,2,Weekly,2,Weekly,3,Monthly,2,My wife,Food must be first of all a need,Nasi lemak,Mixed Rice,Strongly agree,Health,Togetherness,Eggs,Vegetables,Nuts,Rice,Food epidemic,Unbalance diet to fat or too much sugar,Genetically Modify Organism (GMO),Attire,Language,Appearance,Muslim,Malay,Malaysian,Malay,Malay,Malay,Malay,Malay,Malay,Malay,,,,,,,,Muslim,No,Not converted,Moderately religious,160.0,1.6,70.0,27.34375,Housewife,,Decline to answer,Marticulation / Form 6 STPM / A level,Married in monogamous marriage,Malay,2.0,4,2000,Have decreased more than 10%,Yes
560,Sarawak,East Malaysia,Yes,Female,SubUrban,23,Non-Malay Bumiputra,4 meals per day,4 Meals or more,Once or twice a day,All day Breakfast with Sausage and Eggs +/- Beverage,All day Breakfast with Sausage and Eggs +/- Beverage,1 Dish of Rice / Noodles with other food in the plate not mixed +/- beverage,1 Dish of Rice / Noodles mixed with other food in the plate ( incl. Rice Porridge or Instant Noodles) +/- Beverage,Sandwich / Burger / Savoury Patries +/- Beverage,"Sweet / Savory Snacks (Biscuits, Chocolates, Candies, Chips, Nuts) +/- Beverage","Local/Western Pastries (Kuih Muih, Cakes, Pastries, Sandwich) +/- Beverage",10,12,22,Weekly,10.0,Weekly,4,Monthly,3,Weekly,5,Seldom,0,Daily,1,Daily,1,Seldom,0,Weekly,6,Weekly,5,0.71,Weekly,5.0,Seldom,0,Monthly,3,Monthly,4,Weekly,7,Monthly,2,Weekly,6.0,Seldom,0,Monthly,2,Seldom,0,Monthly,3,Weekly,6,Weekly,4,Weekly,3,Monthly,1,Monthly,2,Seldom,0,Weekly,4,Weekly,2,Daily,1,Weekly,2,Weekly,2,My Mother,Food must be first of all a need,Nasi Lemak,Laksa,Agree,Health,Gives Energy,Sea salt,Olive oil,Processed food,Vegetable oil,Pesticides on agricultural products,Food epidemic,Expired food,Multi Ethnic,Multiple languages,Religion,Sarawakian,Malaysian,No religion/ free thinker,Non Malay Bumiputra,Bumiputra,Bumiputra,Bumiputra,Bumiputra,Bumiputra,English,Mandarin,,,,,Bidayuh,,Christian,No,Not converted,Lightly religious,157.0,1.57,46.0,18.662014686194166,Student,,Chef,College / University,Single or never married,,0.0,5,5000,Have remained more or less stable,Yes
986,Selangor,Central,Yes,Male,Urban,26,Chinese,2 meals per day,1 or 2 Meal(s),Never,1 Dish of Rice / Noodles with other food in the plate not mixed +/- Beverage,1 Dish of Rice / Noodles with shared dishes ( including lazy Suzan) +/- Beverage,1 Dish of Rice / Noodles mixed with other food in the plate ( incl Rice Porridge or Instant Noodles) +/- Beverage + F/D,"Small items (Nuts,Fruits,Kuih-Muih,etc) +/- Beverage",1 Dish of Rice / Noodles mixed with other food in the plate ( incl. Rice Porridge or Instant Noodles) +/- Beverage,"Local/Western Pastries (Kuih Muih, Cakes, Pastries, Sandwich) +/- Beverage",Only Beverage,5,17,22,Daily,2.0,Weekly,2,Daily,1,Weekly,3,Monthly,1,Daily,1,Weekly,2,Weekly,2,Daily,1,Monthly,2,0.07,Weekly,5.0,Seldom,0,Weekly,5,Monthly,2,Daily,1,Weekly,3,Daily,1.0,Monthly,3,Weekly,2,Seldom,0,Monthly,1,Daily,1,Daily,1,Daily,1,Weekly,2,Daily,1,Weekly,5,Weekly,4,Daily,1,Daily,1,Weekly,2,Monthly,2,I hardly cook at home,Food must first of all prevent health problems,Asam laksa,Char Kuey Teow,Agree,Health,Pleasure,Water,Banana,Sugar,Titbits,Genetically Modify Organism (GMO),Pesticides on agricultural products,Contamination by Pollutant,Healthy,Natural,Fun,Muslim,Malay,Bumiputra,Chinese,Chinese,Chinese,Chinese,Chinese,Chinese,Malay,English,Mandarin,Cantonese,Hokkien,,,,No religion,No,Not converted,Not religious at all,170.0,1.7,59.0,20.415224913494807,Sales Executive,,Salesperson,College / University,Single or never married,,0.0,3,2000,Have remained more or less stable,No
207,Johor,South,Yes,Female,Rural,43,Malay,3 meals per day,3 Meals,Once or twice a day,,,1 Dish of Rice / Noodles mixed with other food in the plate ( incl Rice Porridge or Instant Noodles) +/- Beverage,1 Dish of Rice / Noodles mixed with other food in the plate ( incl. Rice Porridge or Instant Noodles) +/- Beverage,,"Local/Western Pastries (Kuih Muih, Cakes, Pastries, Sandwich) +/- Beverage",,10,4,14,Daily,2.0,Monthly,1,Seldom,0,Seldom,0,Seldom,0,Weekly,2,Weekly,2,Seldom,0,Monthly,1,Monthly,1,0.03,Seldom,0.0,Seldom,0,Weekly,1,Seldom,0,Weekly,2,Monthly,1,Weekly,2.0,Seldom,0,Seldom,0,Seldom,0,Monthly,2,Monthly,1,Seldom,0,Weekly,2,Weekly,1,Weekly,1,Monthly,1,Monthly,1,Weekly,1,Monthly,1,Monthly,1,Monthly,1,Myself,Food must be forst of all shared with someone,Nasi Lemak,Chicken Rice,Agree,Health,Fill the stomach,Milk,Vegetables,Carbonated Drinks,Sweet Drinks,Contamination by Pollutant,Pesticides on agricultural products,Expired food,Eat halal,Wear tudung,Pray,Muslim,Malay,Malaysian,Malay,Malay,Malay,Malay,Malay,Malay,Malay,,,,,,,,Muslim,No,Not converted,Moderately religious,167.0,1.67,62.0,22.230987127541326,Factory Operator,,Decline to answer,Upper secondary school SPM / O level,Married in monogamous marriage,Malay,4.0,6,3000,Have remained more or less stable,No
